Attaching to worker
[36mworker           |[0m 2022-02-02T16:05:24.479Z	INFO	worker/main.go:68	s3 storage configured	{"endpoint": "https://na-storage-1.transcoder.odysee.com"}
[36mworker           |[0m 2022-02-02T16:05:24.655Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "20201230-AJ-THREE-720p#d0b1a0cfd76b1956b64367d73a5b1d787cd8f4b6"}
[36mworker           |[0m 2022-02-02T16:05:24.655Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "astronots-high-on...-science-...-clip#8780f398c594ac93bdb5163cdbdf485f31c9900d"}
[36mworker           |[0m 2022-02-02T16:05:24.656Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "wall-street-turns-nature-and-life-making-processes-into-asset-class-tradable-on-stock-exchange#d310b4a38ed0bb9de08d88b547a0194c78dc8a46"}
[36mworker           |[0m 2022-02-02T16:05:24.656Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "Annual-Seminar-2022-07-Evit-Botelho#8c0b7a6230991797be1ff082e4699ac8fe545027"}
[36mworker           |[0m 2022-02-02T16:05:24.656Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "10-best-egg-recipes-easy-anda-recipes-10#daec17b32856893590df2ce095aeaeb8059cbb0d"}
[36mworker           |[0m 2022-02-02T16:05:24.656Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "como-recuperar-el-capital-en-mti-parte-2#76bd81b7d6badf646a7acd56b5ba54373a4f2f04"}
[36mworker           |[0m 2022-02-02T16:05:24.656Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "minecraft-185#39bcc798257d0629ac47c1f02a0c529dd5f14b90"}
[36mworker           |[0m 2022-02-02T16:05:24.657Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "MicheleLastella#797ed3b518ec950ae39bd21fed6dbc8f82c325b2"}
[36mworker           |[0m 2022-02-02T16:05:24.657Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "they-can't-plug-the-leak-in-the-covid#8e5a27d45f34787a37a323926cc67c47a5096d8b"}
[36mworker           |[0m 2022-02-02T16:05:24.657Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "purification-of-the-bvm-presentation-of#84ccd9000c90586638d589e25f0f6fbc1e7fef53"}
[36mworker           |[0m 2022-02-02T16:05:24.658Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "Former-Pfizer-VP-Says-Its-a-CRIMINAL-Conspiracy#0ac2449a956e4db44df276c14b1366ac3d8f48e1"}
[36mworker           |[0m 2022-02-02T16:05:24.659Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "joe-rogan-wrecks-brian-stelter-pingtr1p#13f2d734b4851678df6a5fc526ce4d4eab32a57d"}
[36mworker           |[0m 2022-02-02T16:05:24.659Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "MSLive--111---Die-Impfpflicht-wackelt,-und-mit-ihr-die-ganze-Regierung#6080179bb181830146e4b41a6d0f334d08d12488"}
[36mworker           |[0m 2022-02-02T16:05:24.659Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "разорвали-на-куски!#2dda85f9840f4ff65b34ee13afb8e468127ea5a1"}
[36mworker           |[0m 2022-02-02T16:05:24.660Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "bitcoin-crypto-is-about-to-go-insane#bb5d22e6352a1d621a0d832c8b4d290e8eebbd01"}
[36mworker           |[0m 2022-02-02T16:05:24.660Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "a-note-on-reading-books-–-a-note-on#583c6e4886c47d46f48f258a55baeac9c2348cbb"}
[36mworker           |[0m 2022-02-02T16:05:24.660Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "vax-fascism-updates-2-1-2022#20c3cf5445396e03450c5d664e594de94e70733d"}
[36mworker           |[0m 2022-02-02T16:05:24.660Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "canada-cancels-tax-on-unvaxxed,-'the#fa7a68e8020ce2236b42a6681d96d843319d5fc8"}
[36mworker           |[0m 2022-02-02T16:05:24.660Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "2022-02-01#e0f61d87716cd82478778cbde7badfe49dfe3e81"}
[36mworker           |[0m 2022-02-02T16:05:24.661Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "Coward-19-VIDEO-1080p#224fcfde825de8fb4564d6fca449333eb2781c43"}
[36mworker           |[0m 2022-02-02T16:05:24.681Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "7-days-(a20)-🧟‍♂️-auf-zur#0711170477c4abcfdb76d2d19ac4f1a32f1df90c"}
[36mworker           |[0m 2022-02-02T16:05:24.696Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "721---Healthcare-Workers-Suspended,-Crisis-Manufactured.#655698c8cbb2c233021226033b4da97b5285eba9"}
[36mworker           |[0m 2022-02-02T16:05:24.697Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "eric-loridan-le-bon-sens-la-tribune#8ffe4c3da6299b938da95d74a73a398d568de97b"}
[36mworker           |[0m 2022-02-02T16:05:24.697Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "le-totalitarisme-digital-se-retourne#acd35157c32fc78e083bcfbb389247e688b9e07e"}
[36mworker           |[0m 2022-02-02T16:05:24.711Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "RoganSpotify#8c8472522f01b792e0d9d2d7fe17914f4ecbc672"}
[36mworker           |[0m 2022-02-02T16:05:24.713Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "corona-voorbij--klimaat-volgende-stap-naar-het-social-credit-system---kees-van-rengs---marijn-poels#c4a59c3a7720ea426d42f5020e883416b6116420"}
[36mworker           |[0m 2022-02-02T16:05:50.345Z	INFO	manager	manager/request.go:147	stream downloaded	{"url": "he-doesn't-want-those-kind-of-fans!-g4tv#1510e412813616491754a2be3a5985bdb53dd0e9", "rate": 1375567, "size": 35383967, "seconds_spent": 25}
[36mworker           |[0m 2022-02-02T16:05:50.345Z	INFO	tower.worker	tower/pipeline.go:140	pipeline stage done	{"ref": "c049fee7", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:05:50.345Z	INFO	tower.worker	tower/pipeline.go:155	pipeline stage started	{"ref": "c049fee7", "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:05:50.815Z	DEBUG	formats	ladder/ladder.go:74	ladder built	{"tiers": [{"Definition":"1080p","Height":1080,"Width":1920,"VideoBitrate":3500000,"AudioBitrate":"160k","Framerate":0,"BitrateCutoff":0},{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}
[36mworker           |[0m 2022-02-02T16:05:50.816Z	INFO	tower.worker	encoder/encoder.go:153	starting transcoding	{"args": "-c:v libx264 -pix_fmt yuv420p -crf 23 -ac 2 -ar 44100 -hls_flags independent_segments -master_pl_name master.m3u8 -var_stream_map v:0,a:0 v:1,a:1 v:2,a:2 v:3,a:3  -sws_flags bilinear -hls_segment_filename v%v_s%06d.ts -preset veryfast -sc_threshold 0 -c:a aac -f hls -hls_time 6 -hls_playlist_type vod -strftime_mkdir 1 -force_key_frames expr:gte(t,n_forced*2) -refs 1 -profile:v main -map v:0 -filter:v:0 scale=-2:1080 -maxrate:0 3500000 -bufsize:0 3500000 -g:0 120 -map a:0 -b:0 160k -map v:0 -filter:v:1 scale=-2:720 -maxrate:1 2500000 -bufsize:1 2500000 -g:1 120 -map a:0 -b:1 128k -map v:0 -filter:v:2 scale=-2:360 -maxrate:2 500000 -bufsize:2 500000 -g:2 120 -map a:0 -b:2 96k -map v:0 -filter:v:3 scale=-2:144 -maxrate:3 100000 -bufsize:3 100000 -r:3 15 -g:3 30 -map a:0 -b:3 64k", "media_duration": "436.629000", "media_bitrate": "648311", "media_width": 1920, "media_height": 1080, "input": "/storage/streams/c049fee79fdb45b6956d17474926ba8eb5cca08024fc6abeaeb284b78cff585df21cc55c606c991c70bbfa4c9e5e119d", "output": "/storage/transcoded/c049fee79fdb45b6956d17474926ba8eb5cca08024fc6abeaeb284b78cff585df21cc55c606c991c70bbfa4c9e5e119d"}
[36mworker           |[0m 2022-02-02T16:05:55.188Z	INFO	manager	manager/request.go:147	stream downloaded	{"url": "purification-of-the-bvm-presentation-of#84ccd9000c90586638d589e25f0f6fbc1e7fef53", "rate": 1900084, "size": 58010033, "seconds_spent": 30}
[36mworker           |[0m 2022-02-02T16:05:55.188Z	INFO	tower.worker	tower/pipeline.go:140	pipeline stage done	{"ref": "0ce333a8", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:05:55.188Z	INFO	tower.worker	tower/pipeline.go:155	pipeline stage started	{"ref": "0ce333a8", "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:05:55.563Z	INFO	manager	manager/request.go:147	stream downloaded	{"url": "como-recuperar-el-capital-en-mti-parte-2#76bd81b7d6badf646a7acd56b5ba54373a4f2f04", "rate": 1408683, "size": 43537609, "seconds_spent": 30}
[36mworker           |[0m 2022-02-02T16:05:55.563Z	INFO	tower.worker	tower/pipeline.go:140	pipeline stage done	{"ref": "5fe42346", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:05:55.563Z	INFO	tower.worker	tower/pipeline.go:155	pipeline stage started	{"ref": "5fe42346", "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:05:55.601Z	DEBUG	formats	ladder/ladder.go:74	ladder built	{"tiers": [{"Definition":"1080p","Height":1080,"Width":1920,"VideoBitrate":3500000,"AudioBitrate":"160k","Framerate":0,"BitrateCutoff":0},{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}
[36mworker           |[0m 2022-02-02T16:05:55.601Z	INFO	tower.worker	encoder/encoder.go:153	starting transcoding	{"args": "-profile:v main -c:v libx264 -pix_fmt yuv420p -crf 23 -ac 2 -ar 44100 -hls_flags independent_segments -master_pl_name master.m3u8 -var_stream_map v:0,a:0 v:1,a:1 v:2,a:2 v:3,a:3  -sws_flags bilinear -strftime_mkdir 1 -hls_segment_filename v%v_s%06d.ts -preset veryfast -sc_threshold 0 -c:a aac -f hls -hls_time 6 -hls_playlist_type vod -force_key_frames expr:gte(t,n_forced*2) -refs 1 -map v:0 -filter:v:0 scale=-2:1080 -maxrate:0 3500000 -bufsize:0 3500000 -g:0 60 -map a:0 -b:0 160k -map v:0 -filter:v:1 scale=-2:720 -maxrate:1 2500000 -bufsize:1 2500000 -g:1 60 -map a:0 -b:1 128k -map v:0 -filter:v:2 scale=-2:360 -maxrate:2 500000 -bufsize:2 500000 -g:2 60 -map a:0 -b:2 96k -map v:0 -filter:v:3 scale=-2:144 -maxrate:3 100000 -bufsize:3 100000 -r:3 15 -g:3 30 -map a:0 -b:3 64k", "media_duration": "612.264000", "media_bitrate": "757974", "media_width": 1920, "media_height": 1080, "input": "/storage/streams/0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b", "output": "/storage/transcoded/0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b"}
[36mworker           |[0m 2022-02-02T16:05:56.164Z	DEBUG	formats	ladder/ladder.go:55	tier definition higher than stream	{"tier": 1080, "height": 720}
[36mworker           |[0m 2022-02-02T16:05:56.164Z	DEBUG	formats	ladder/ladder.go:74	ladder built	{"tiers": [{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}
[36mworker           |[0m 2022-02-02T16:05:56.164Z	INFO	tower.worker	encoder/encoder.go:153	starting transcoding	{"args": "-profile:v main -c:v libx264 -pix_fmt yuv420p -crf 23 -ac 2 -ar 44100 -hls_flags independent_segments -master_pl_name master.m3u8 -var_stream_map v:0,a:0 v:1,a:1 v:2,a:2  -sws_flags bilinear -preset veryfast -sc_threshold 0 -c:a aac -f hls -hls_time 6 -hls_playlist_type vod -strftime_mkdir 1 -hls_segment_filename v%v_s%06d.ts -force_key_frames expr:gte(t,n_forced*2) -refs 1 -map v:0 -filter:v:0 scale=-2:720 -maxrate:0 2500000 -bufsize:0 2500000 -g:0 50 -map a:0 -b:0 128k -map v:0 -filter:v:1 scale=-2:360 -maxrate:1 500000 -bufsize:1 500000 -g:1 50 -map a:0 -b:1 96k -map v:0 -filter:v:2 scale=-2:144 -maxrate:2 100000 -bufsize:2 100000 -r:2 15 -g:2 30 -map a:0 -b:2 64k", "media_duration": "981.810000", "media_bitrate": "354753", "media_width": 1262, "media_height": 720, "input": "/storage/streams/5fe42346a7e0f1c3d6cab3f8b0172b2d185e4b13da3ce7c47708c368f1b38b7b8a833a52723566b790ec08e7b7fe0890", "output": "/storage/transcoded/5fe42346a7e0f1c3d6cab3f8b0172b2d185e4b13da3ce7c47708c368f1b38b7b8a833a52723566b790ec08e7b7fe0890"}
[36mworker           |[0m 2022-02-02T16:05:56.547Z	INFO	manager	manager/request.go:147	stream downloaded	{"url": "astronots-high-on...-science-...-clip#8780f398c594ac93bdb5163cdbdf485f31c9900d", "rate": 2298921, "size": 73316349, "seconds_spent": 31}
[36mworker           |[0m 2022-02-02T16:05:56.547Z	INFO	tower.worker	tower/pipeline.go:140	pipeline stage done	{"ref": "db88abbd", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:05:56.547Z	INFO	tower.worker	tower/pipeline.go:155	pipeline stage started	{"ref": "db88abbd", "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:05:56.988Z	DEBUG	formats	ladder/ladder.go:55	tier definition higher than stream	{"tier": 1080, "height": 720}
[36mworker           |[0m 2022-02-02T16:05:56.988Z	DEBUG	formats	ladder/ladder.go:74	ladder built	{"tiers": [{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}
[36mworker           |[0m 2022-02-02T16:05:56.988Z	INFO	tower.worker	encoder/encoder.go:153	starting transcoding	{"args": "-hls_flags independent_segments -c:v libx264 -pix_fmt yuv420p -crf 23 -ac 2 -ar 44100 -master_pl_name master.m3u8 -var_stream_map v:0,a:0 v:1,a:1 v:2,a:2  -sws_flags bilinear -hls_playlist_type vod -strftime_mkdir 1 -hls_segment_filename v%v_s%06d.ts -preset veryfast -sc_threshold 0 -c:a aac -f hls -hls_time 6 -force_key_frames expr:gte(t,n_forced*2) -refs 1 -profile:v main -map v:0 -filter:v:0 scale=-2:720 -maxrate:0 2500000 -bufsize:0 2500000 -g:0 60 -map a:0 -b:0 128k -map v:0 -filter:v:1 scale=-2:360 -maxrate:1 500000 -bufsize:1 500000 -g:1 60 -map a:0 -b:1 96k -map v:0 -filter:v:2 scale=-2:144 -maxrate:2 100000 -bufsize:2 100000 -r:2 15 -g:2 30 -map a:0 -b:2 64k", "media_duration": "637.667000", "media_bitrate": "919807", "media_width": 1280, "media_height": 720, "input": "/storage/streams/db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467", "output": "/storage/transcoded/db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467"}
[36mworker           |[0m 2022-02-02T16:06:03.706Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "db88abbd", "percent": 5, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:06:04.113Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "c049fee7", "percent": 5, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:06:06.962Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "0ce333a8", "percent": 5, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:06:08.030Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "5fe42346", "percent": 5, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:06:12.825Z	INFO	manager	manager/request.go:147	stream downloaded	{"url": "cuban-youtuber-arrested-during-live-tv#1dccfdf4606b6bc3ef42cffef7c6b6aeaaf63a45", "rate": 1373972, "size": 66239578, "seconds_spent": 48}
[36mworker           |[0m 2022-02-02T16:06:12.825Z	INFO	tower.worker	tower/pipeline.go:140	pipeline stage done	{"ref": "aee1ffc3", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:06:12.825Z	INFO	tower.worker	tower/pipeline.go:155	pipeline stage started	{"ref": "aee1ffc3", "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:06:13.113Z	DEBUG	formats	ladder/ladder.go:74	ladder built	{"tiers": [{"Definition":"1080p","Height":1080,"Width":1920,"VideoBitrate":3500000,"AudioBitrate":"160k","Framerate":0,"BitrateCutoff":0},{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}
[36mworker           |[0m 2022-02-02T16:06:13.113Z	INFO	tower.worker	encoder/encoder.go:153	starting transcoding	{"args": "-profile:v main -hls_flags independent_segments -c:v libx264 -pix_fmt yuv420p -crf 23 -ac 2 -ar 44100 -master_pl_name master.m3u8 -var_stream_map v:0,a:0 v:1,a:1 v:2,a:2 v:3,a:3  -sws_flags bilinear -hls_playlist_type vod -strftime_mkdir 1 -hls_segment_filename v%v_s%06d.ts -preset veryfast -sc_threshold 0 -c:a aac -f hls -hls_time 6 -force_key_frames expr:gte(t,n_forced*2) -refs 1 -map v:0 -filter:v:0 scale=-2:1080 -maxrate:0 3500000 -bufsize:0 3500000 -g:0 60 -map a:0 -b:0 160k -map v:0 -filter:v:1 scale=-2:720 -maxrate:1 2500000 -bufsize:1 2500000 -g:1 60 -map a:0 -b:1 128k -map v:0 -filter:v:2 scale=-2:360 -maxrate:2 500000 -bufsize:2 500000 -g:2 60 -map a:0 -b:2 96k -map v:0 -filter:v:3 scale=-2:144 -maxrate:3 100000 -bufsize:3 100000 -r:3 15 -g:3 30 -map a:0 -b:3 64k", "media_duration": "303.625000", "media_bitrate": "1745299", "media_width": 1920, "media_height": 1080, "input": "/storage/streams/aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa", "output": "/storage/transcoded/aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa"}
